,keyword,view,menu,checkout,order
667,udang goreng mentega,24001,6186,2948,120
668,tôm bơ tỏi,9868,1966,716,57
669,garlic shrimp,46580,10563,6837,378
670,buttery garlic shrimp,39077,11904,3535,234
671,seafood garlic butter,23560,5343,1994,76
672,garlic sauce prawn,27330,6019,3851,240
673,udang saus bawang putih,25019,7242,3168,137
674,udang bakar garlic,27207,6472,3055,269
675,shrimp butter sauce,43339,14821,5767,539
676,garlic prawns,9430,1993,762,34
677,nutella banana waffle,4866,960,487,34
678,waffle nutella banana,28885,6917,3075,248
679,banana nutella waffle,36949,7021,2588,189
680,waffle pisang nutella,33994,12132,6608,279
681,wafel coklat pisang,42257,12323,7612,276
682,nutella waffle,41669,6829,2418,91
683,waffle manis,49482,11874,6922,512
684,waffle dessert,48823,8535,3941,223
685,banana waffle,36462,5809,2873,126
686,waffle dengan nutella,7342,2153,1088,68
687,bánh waffle chuối nutella,25159,8818,4817,355
688,nutella pisang,49721,16235,8953,502
689,sweet waffle,12946,4345,2157,177
690,waffle topping banana,31159,11351,5700,512
691,waffle topping coklat,49387,8061,2148,92
692,nutella pisang manis,11988,2972,2055,122
693,chicken tikka masala,16301,3304,1431,86
694,ayam tikka masala,12478,2720,1031,45
695,kari tikka ayam,39421,9525,5297,248
696,indian chicken curry,28022,6745,2526,204
697,ayam kari india,20799,7299,3993,245
698,kari ayam masala,44557,11163,2869,161
699,chicken masala,7809,1215,707,29
700,kari merah ayam,37037,10077,2777,276
701,cà ri gà tikka,35597,7657,3844,241
702,tikka masala,41900,7822,3211,253
703,curry chicken tikka,42432,14312,4881,416
704,ayam rempah india,19542,6944,3002,175
705,kari india ayam,44534,14869,5316,368
706,ayam kari pedas,12811,4288,2463,177
707,chicken tikka,34034,7280,3635,203
708,masala chicken dish,28432,6509,4385,389
709,lamb curry,13767,3315,2073,87
710,curry kambing,40010,15870,7565,525
711,kari domba,39553,11030,5261,375
712,kari kambing,19785,7673,2134,76
713,lamb masala,11336,3508,1924,74
714,lamb vindaloo,38344,12017,3145,232
715,kari daging kambing,28090,10542,7217,344
716,lamb stew curry,31534,11124,6145,397
717,kari kambing india,9493,3157,1032,40
718,cà ri cừu,27703,8219,3687,341
719,gulai kambing,5574,1666,807,29
720,spicy lamb curry,1798,594,209,12
721,kari kambing pedas,47746,7441,2824,236
722,kambing kuah kari,14508,5444,2049,122
723,kari domba india,5659,908,614,42
724,lamb coconut curry,47233,7457,2602,254
725,mutton curry,37290,5682,2445,221
726,plum soda,46163,14746,4497,383
727,soda plum,46533,11166,4709,318
728,minuman soda buah,37396,10311,5959,582
729,soda asam manis,6563,2030,638,62
730,minuman soda asam,9176,1968,1051,63
731,nước mận soda,48777,19004,6512,637
732,soda buah,38434,10978,7118,328
733,soda asam jawa,47267,8490,4723,308
734,soda buah plum,9368,3151,1909,165
735,soda ringan buah,29152,7230,2846,142
736,sweet plum drink,35237,8515,2537,112
737,plum fizz,49275,7555,2466,166
738,soda plum asam,33911,10300,4492,186
739,soda berperisa buah,44592,11748,5378,432
740,sparkling plum drink,7117,1197,480,44
741,plum cooler,14343,4787,3191,129
742,soda manis,24149,4604,1260,78
743,ebi tempura roll,21806,7154,2390,181
744,sushi ebi tempura,33764,12398,3966,344
745,gulungan ebi tempura,16336,3533,1795,97
746,tempura udang roll,16880,3482,1110,82
747,maki ebi,40584,12368,8428,310
748,ebi roll,2921,1001,312,17
749,udang tempura roll,48451,18992,5321,299
750,sushi udang goreng,13689,2432,1338,131
751,ebi maki,47779,15221,7047,516
752,ebi roll goreng,31477,5048,2505,115
753,ebi sushi,44170,6789,2941,222
754,sushi ebi goreng,29180,8628,4361,298
755,ebi gulung,45092,8126,2711,256
756,ebi tempura maki,19549,7462,5048,458
757,tempura roll,17429,3642,1855,151
758,maki udang tempura,48432,10420,2961,163
759,tempura prawn sushi,43040,12542,8705,702
760,cuộn sushi tôm chiên,19662,4130,2727,154
761,spinach & strawberry salad,45071,13387,4012,193
762,salad bayam stroberi,4423,1107,590,41
763,salad buah dan sayur,32208,10595,3111,223
764,salad stroberi,19051,3664,1965,112
765,salad hijau manis,27833,8714,2538,98
766,spinach fruit salad,42610,16051,10496,931
767,bayam stroberi,3539,772,365,28
768,salad daun bayam,40874,11168,6679,277
769,strawberry salad,39074,9053,4971,220
770,salad sayur buah,14207,3443,2254,166
771,spinach berry salad,11195,2437,911,44
772,gỏi rau chân vịt dâu,34870,7419,4896,333
773,healthy fruit veggie salad,13818,5472,3207,188
774,green salad with berries,41684,13286,8763,494
775,spinach strawberry mix,49707,19563,13645,921
776,caprese baguette,25664,5064,3195,198
777,caprese sandwich,7196,1824,1235,101
778,baguette caprese,33660,9829,5449,508
779,tomato mozzarella sandwich,44325,8272,5092,446
780,roti isi caprese,18993,7063,4752,443
781,bánh mì caprese,11531,3017,1322,87
782,caprese toast,40974,16105,6421,558
783,caprese panini,39563,9293,4672,418
784,sandwich keju tomat,20367,3303,2062,150
785,baguette isi keju tomat,19445,6644,4547,438
786,caprese roti,41750,14877,10354,755
787,tomato basil baguette,7425,1728,691,66
788,roti keju tomat,46889,17710,10046,393
789,caprese baguette sandwich,44710,16268,9248,730
790,caprese roti panjang,38482,10698,3570,309
791,seared tuna steak,18058,3246,1046,81
792,tuna panggang,42776,16131,11268,536
793,tuna bakar,37560,12164,4796,165
794,steak tuna,49498,15744,8822,870
795,grilled tuna steak,45877,10151,3953,323
796,ikan tuna bakar,47363,18405,7061,286
797,tuna sear,6328,1908,626,53
798,pan-seared tuna,16242,5171,2692,178
799,daging tuna,32157,10116,5014,264
800,cá ngừ nướng,19503,4936,2849,174
801,tuna fillet,1185,212,141,6
802,tuna grill,6271,1699,839,44
803,steak ikan tuna,35410,7236,4063,340
804,seared fish,15706,3522,1338,76
805,tuna dish,30572,11104,7485,361
806,tuna steak sehat,8033,2510,822,66
807,tuna medium rare,1906,335,190,10
808,tuna steak panggang,13649,4520,2715,153
809,bbq ribs full rack,28573,8792,2876,125
810,iga bakar bbq,7794,2030,1187,59
811,full rack ribs,29645,5467,3741,205
812,iga panggang,4565,1721,777,60
813,iga sapi bakar,23428,8116,4922,450
814,bbq ribs lengkap,16126,3353,1016,74
815,iga bbq penuh,28821,10703,4268,386
816,ribs set besar,23428,6892,2546,164
817,sườn nướng nguyên tảng,34730,8009,4721,340
818,iga besar bbq,16839,3521,1464,130
819,grilled pork ribs,4523,1253,622,41
820,iga daging bbq,33765,11817,4935,202
821,bbq pork ribs,34313,11674,4073,331
822,ribs platter,21127,6346,2236,177
823,bbq full slab,33127,9990,6057,312
824,iga bakar lengkap,25174,8194,2550,105
825,full rack iga,13087,2657,681,68
826,chai latte,33010,8649,4889,321
827,teh chai latte,7944,3006,1482,97
828,chai milk tea,21698,7652,5010,285
829,teh susu rempah,37867,13648,4455,237
830,minuman chai,36583,7593,2109,161
831,masala chai,26668,6219,2728,156
832,chai spiced latte,44587,11723,7373,257
833,teh susu india,32389,9210,4570,428
834,trà sữa masala,48239,12555,4336,347
835,chai dengan susu,36954,12280,6855,353
836,teh rempah,27583,6725,1714,110
837,chai india,16558,4841,1738,153
838,chai drink,9870,1729,837,75
839,hot chai latte,17295,3233,2148,107
840,chai panas,25550,8518,2768,136
841,chai milk,28191,6114,2812,206
842,chai ais,45148,9991,4526,386
843,iced chai latte,21364,6105,1636,157
844,warm spiced tea,16938,3518,2344,106
845,spicy pork belly bbq,36755,6196,1820,160
846,grilled pork belly,9113,2516,834,61
847,pork belly BBQ,2706,532,181,11
848,pork belly pedas,21793,7206,3340,265
849,samgyeopsal pedas,11003,4299,2062,71
850,BBQ perut babi,18369,5717,3214,305
851,daging babi panggang pedas,28053,9154,3053,230
852,babi bakar pedas,17297,6604,3051,262
853,thịt ba chỉ nướng cay,11958,3877,1866,86
854,spicy grilled pork,40120,7670,3936,309
855,pork BBQ spicy,18792,2933,1548,132
856,BBQ babi,34383,5411,2733,250
857,pork belly grilled,42044,6353,1601,99
858,perut babi bakar,27318,8039,3294,238
859,korean pork belly,26014,8751,4677,235
860,samgyeopsal spicy,7777,2451,793,38
861,BBQ babi pedas,16383,2491,1663,71
862,spicy chicken burrito,1848,675,372,23
863,burrito ayam pedas,26423,4956,2727,229
864,chicken burrito,36067,6370,3232,133
865,burrito ayam,33205,11556,7394,545
866,burrito spicy chicken,38671,9925,2751,240
867,ayam burrito pedas,1141,371,99,6
868,burrito dengan ayam pedas,14984,3079,1473,101
869,spicy wrap chicken,40313,10020,5206,330
870,spicy mexican burrito,29150,4624,2947,194
871,bánh burrito gà cay,14643,4513,1319,107
872,burrito daging ayam pedas,9148,2179,950,49
873,ayam gulung tortilla,28433,5754,3365,273
874,burrito mexico ayam,34127,11410,7368,570
875,burrito wrap ayam,26439,10297,5517,525
876,burrito isi ayam,9425,3388,2342,229
877,jasmine tea pot,31464,4886,2806,191
878,jasmine tea,7070,1948,875,48
879,teh melati,16203,2816,861,69
880,teh pot melati,31098,8246,2135,150
881,pot teh melati,13149,4563,2005,157
882,jasmine loose leaf tea,34111,7759,4816,405
883,hot jasmine tea,1540,352,180,8
884,melati tea,14157,4901,1655,71
885,pot of tea,23637,8336,4684,434
886,trà hoa nhài,11053,2710,1850,73
887,teh melati hangat,29325,4486,1712,139
888,teh harum,31212,11310,7781,479
889,bunga melati teh,37649,13905,8780,822
890,teh wangi jasmine,2201,749,467,41
891,jasmine tea serving,39079,6699,3744,159
892,jasmine pot,6710,2228,1355,114
893,teh jasmine,41060,16186,9329,866
894,beef & onion dumplings (8),25226,7437,1865,125
895,dumpling daging dan bawang,32690,12639,7340,533
896,dumpling 8 pcs,32681,5944,2784,156
897,beef dumplings,20621,7130,3103,232
898,bánh bao nhân bò hành,4664,1096,592,52
899,dumpling isi daging,49873,16973,10389,1003
900,pangsit isi daging,35828,8897,2548,244
901,dumpling sapi,15762,5130,1637,107
902,dumpling beef onion,20770,7687,2164,135
903,dumpling isi sapi bawang,21702,3400,1935,187
904,beef gyoza,25699,10255,5696,299
905,pangsit sapi,16703,6520,3831,291
906,8 dumplings,49045,9242,5103,448
907,dumpling goreng daging,2041,412,205,19
908,pangsit goreng,9632,1818,483,44
909,spicy salmon poke,31330,7046,1950,164
910,poke salmon pedas,34368,12425,6281,450
911,spicy poke bowl,14605,3690,1577,155
912,spicy salmon bowl,19336,5608,2885,160
913,poke bowl ikan pedas,9063,1601,997,67
914,poke bowl salmon,24887,6554,3357,237
915,bánh poke cá hồi cay,13187,4747,2450,218
916,salmon poke spicy,38538,14704,10130,364
917,poke ikan pedas,17464,3682,2060,156
918,salmon rice bowl,29996,9114,3154,138
919,spicy fish poke,20568,6691,1928,81
920,poke bowl with salmon,31723,8255,2289,209
921,spicy sashimi bowl,45899,7937,4794,182
922,rice poke salmon,23159,9184,2727,173
923,poke bowl pedas,27655,4959,2154,114
924,lentil shepherd’s pie,48562,17648,11937,712
925,shepherd pie lentil,2612,601,323,24
926,pie lentil,49705,17984,7914,641
927,vegetarian shepherd’s pie,25126,5646,1479,111
928,lentil pie,35770,12413,5771,305
929,pai kacang dal,41462,13239,7982,604
930,pai sayur,31296,11885,3898,167
931,pai daging vegetarian,9381,2574,1367,115
932,bánh thịt hầm đậu lăng,33011,9241,3327,316
933,pie sayuran,1179,177,118,5
934,pai lentil panggang,2964,986,267,22
935,lentil casserole,10574,4022,2804,186
936,lentil baked pie,10200,1907,1294,110
937,pie kentang lentil,9191,1818,487,48
938,shepherd pie vegan,542,88,25,1
939,pai lentil veggie,23420,4512,1900,182
940,mac & cheese,49899,18913,7899,379
941,macaroni and cheese,46863,12272,8408,398
942,makaroni keju,3896,1343,928,41
943,mac n cheese,2720,1019,320,16
944,mac and cheese,35772,6865,2239,77
945,mac keju,3884,1057,489,43
946,pasta keju,36628,13811,7600,262
947,baked mac & cheese,46583,14331,7812,486
948,mac cheese creamy,18357,3470,1228,101
949,mỳ ống phô mai,42245,13324,7073,537
950,mac cheesy,18403,7082,4327,215
951,macaroni cheese,15259,2472,1420,108
952,mac keju panggang,39483,14935,9226,858
953,mac cheesy bowl,25422,9800,5838,311
954,keju makaroni,14403,2515,1734,122
955,pasta creamy cheese,45198,12593,5344,499
956,mac & cheese bowl,18132,5460,2046,196
957,bacon mushroom burger,45426,13315,3581,297
958,burger bacon jamur,43387,7572,3118,144
959,burger daging bacon,8278,1338,447,41
960,burger jamur,37273,7431,4325,213
961,bacon cheeseburger,23103,8924,3448,188
962,burger isi jamur dan bacon,14740,4509,1619,87
963,bánh mì kẹp thịt xông khói và nấm,12456,2380,1566,126
964,burger bacon,27515,9848,5600,305
965,mushroom beef burger,13036,3583,2459,137
966,jamur bacon burger,29167,7650,3440,268
967,daging burger bacon,4146,1334,367,15
968,burger topping jamur,43547,9530,6154,414
969,gourmet burger,17790,5130,3223,230
970,burger spesial,47552,13340,8193,321
971,chicago dog,32565,11817,3511,282
972,chicago hotdog,36851,7488,4162,170
973,hot dog gaya chicago,47678,18705,9275,510
974,sosis chicago,36470,13534,6729,398
975,bánh mì xúc xích kiểu chicago,40063,14725,4745,347
976,hotdog style chicago,45616,18144,6140,367
977,hotdog spesial,27324,5051,3334,157
978,chicago street dog,20099,5708,2781,154
979,hot dog khas chicago,4893,975,631,29
980,sosis lengkap,37772,5738,2784,255
981,spicy chicago dog,38491,9806,3842,355
982,chicago frankfurter,6512,1279,692,35
983,sosis ala amerika,42213,9028,2566,234
984,hotdog topping lengkap,42269,6714,2122,112
985,hotdog jumbo,25885,5724,3498,312
986,roasted veggie salad bowl,13122,5073,3342,265
987,salad sayur panggang,33659,9808,2766,239
988,roasted vegetable bowl,12361,4384,1969,85
989,mangkuk salad sayuran bakar,40548,15459,8917,865
990,grilled veggie salad,8974,3585,2418,104
991,veggie bowl,40488,7820,3011,135
992,salad sayur bakar,48823,9359,5563,320
993,salad sayuran,34665,5435,1818,67
994,salad sayur sehat,38333,11661,6993,405
995,gỏi rau củ nướng,49021,15404,10760,725
996,vegetable salad bowl,6566,1355,890,41
997,healthy veggie bowl,18841,3539,1298,45
998,salad vegetarian,11695,3029,766,30
999,warm veggie salad,47622,9085,4695,423
1000,salad panggang,43720,8120,3764,338
1001,roasted veg mix bowl,13831,2537,1447,119
1002,california roll,49375,11088,6052,455
1003,california maki,18404,7151,4686,386
1004,sushi california,17137,3814,2372,221
1005,gulungan california,33653,5823,2664,235
1006,california sushi roll,16143,5550,3384,236
1007,maki crabstick,6736,1812,763,46
1008,crabstick sushi,33109,12238,7315,500
1009,sushi gulung,46812,13850,5736,547
1010,california sushi gulung,25134,4896,1965,80
1011,cuộn sushi california,10723,3193,1844,138
1012,cali roll,28148,7803,3183,113
1013,kani maki,11007,4280,1969,76
1014,sushi kepiting,36511,10426,6997,363
1015,sushi crab roll,6992,2554,858,57
1016,sushi gulungan california,49476,18274,10798,402
1017,sushi sayur california,18797,3016,887,46
1018,barbacoa soft tacos,30254,9744,3457,320
1019,barbacoa tacos,35831,9151,2561,192
1020,soft taco beef,6026,1782,914,43
1021,taco barbacoa lembut,28630,5917,2802,192
1022,taco daging lembut,28684,4628,2655,116
1023,taco lembut daging sapi,43923,7949,2738,254
1024,taco barbacoa,15442,3052,1813,109
1025,bánh taco thịt bò mềm,7392,1844,898,84
1026,taco gaya mexico,49733,16612,10573,413
1027,mexican soft taco,5045,1625,983,67
1028,taco sapi lembut,8147,1845,1283,65
1029,beef soft taco,10811,2878,1611,100
1030,taco lembut,10196,3186,1723,73
1031,taco isi daging,47002,16978,9441,712
1032,barbacoa taco wrap,17373,5499,3319,266
1033,sautéed mushrooms,47721,12757,7589,287
1034,jamur tumis,22526,5602,2084,207
1035,tumis jamur,9521,1866,1003,81
1036,mushrooms cooked,10472,3382,951,77
1037,sauté mushrooms,38754,9566,6018,524
1038,jamur goreng ringan,21618,3890,1214,46
1039,jamur masak mentega,19881,7225,3258,294
1040,nấm xào bơ tỏi,46812,7126,3153,252
1041,garlic butter mushrooms,17095,2734,1244,110
1042,jamur wajan,22705,5809,2517,236
1043,tumisan jamur,45013,13494,8379,449
1044,sautéed fungi,21349,7627,4841,245
1045,garlic mushroom,45357,17218,7564,272
1046,pan-cooked mushrooms,9521,2975,1944,81
1047,jamur sederhana,14358,2650,1177,87
1048,jamur masak cepat,13457,3985,1602,56
1049,potato wedges,7124,1387,792,57
1050,kentang wedges,5412,2015,966,55
1051,kentang potong besar,30296,9143,3695,361
1052,potato thick cut,5500,1256,525,24
1053,crispy wedges,43538,13454,8615,302
1054,kentang goreng tebal,38457,10901,7437,405
1055,potongan kentang besar,12576,4904,2811,232
1056,kentang baji,22715,5019,3123,107
1057,khoai tây múi cau,11703,2775,1666,59
1058,baked wedges,41718,6391,2509,219
1059,kentang goreng potong,42038,12051,3894,180
1060,kentang oven,25763,6715,1695,111
1061,seasoned wedges,34831,7361,1993,157
1062,kentang pedas wedges,40376,14965,9314,504
1063,wedges goreng,48439,17583,5950,375
1064,spicy chicken teriyaki,31619,9174,3560,202
1065,chicken teriyaki pedas,44552,14212,5072,430
1066,ayam teriyaki pedas,23730,7601,2114,97
1067,teriyaki ayam spicy,11480,3971,1660,95
1068,teriyaki pedas,43127,8097,4130,233
1069,ayam saus teriyaki pedas,43990,14888,5765,284
1070,spicy teriyaki bowl,47128,7962,3987,188
1071,gà sốt teriyaki cay,36207,10177,2710,190
1072,ayam panggang teriyaki,35811,12761,4643,311
1073,spicy grilled teriyaki chicken,46942,9346,3791,168
1074,hot teriyaki chicken,34959,12235,4233,262
1075,ayam manis pedas,17552,6605,4452,251
1076,teriyaki spicy sauce,26058,6546,3034,186
1077,chocolate chip pancakes,44123,16891,11049,801
1078,pancake coklat chip,1730,560,164,15
1079,pancake choco chip,40492,13781,7768,772
1080,choc chip pancakes,13540,2308,1225,71
1081,chocolate pancake,15833,5026,2152,199
1082,sweet pancake choco,20522,6225,4172,349
1083,pancake manis,48843,18344,8590,329
1084,bánh pancake socola chip,15817,3401,2046,86
1085,sarapan pancake,9943,1540,533,39
1086,pancake topping coklat,5567,1311,631,33
1087,pancake mini coklat,15294,5085,3330,292
1088,dessert pancake,49005,15965,10736,905
1089,chocolatey pancakes,21490,8310,4593,407
1090,pancake keju coklat,22761,7002,2685,142
1091,pancake anak,28592,8613,3848,312
1092,vegan black bean burger,40061,6170,3558,226
1093,burger kacang hitam vegan,27886,10620,2672,187
1094,black bean veggie burger,29431,9654,6453,573
1095,burger vegetarian,46289,13695,7120,489
1096,burger vegan,37502,7820,3546,174
1097,plant-based burger,48226,14274,9747,818
1098,bánh mì chay đậu đen,18143,5657,1576,153
1099,burger tanpa daging,7921,2044,847,73
1100,veggie patty burger,46217,11416,4974,340
1101,burger vegan sehat,19081,3076,1144,69
1102,burger tanpa daging sapi,43840,14739,8243,676
1103,burger sehat vegan,1296,220,89,4
1104,burger protein nabati,41633,16518,4263,340
